ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Description,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Make,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Network_ID,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Registration_Expiry,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Warranty_in_Months_from_First_Registration,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Release_Year,Seller
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,red,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,14674.0,,2019-07-01,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,OAG-AD-17090216,0.0,3990,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/01/1970,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r/OAG-AD-17090216/?Cr=6,4.0,24,160.0,Black; 7-spoke,1380.0,720.0,2016,Dealer
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,red,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,16111.0,,2019-07-01,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,OAG-AD-17315527,0.0,3999,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/05/2020,,2.0,Forward,Yes,Standard,Electric,NSW,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r/OAG-AD-17315527/?Cr=7,4.0,24,160.0,Black; 7-spoke,1380.0,720.0,2016,Dealer
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,red,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,1309.0,2019-06-19,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,SSE-AD-6092231,3166.0,3999,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/10/2019,,2.0,Forward,Yes,Standard,Electric,VIC,63.0,Hughesdale,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r/SSE-AD-6092231/?Cr=8,4.0,24,160.0,Black; 7-spoke,1380.0,720.0,2016,Private
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,red,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,1000.0,2019-06-30,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,SSE-AD-4793580,2570.0,4000,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/05/2019,,2.0,Forward,Yes,Standard,Electric,NSW,63.0,Camden south,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r/SSE-AD-4793580/?Cr=9,4.0,24,160.0,Black; 7-spoke,1380.0,720.0,2016,Private
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,8112.0,,2019-07-12,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,OAG-AD-17090004,0.0,4290,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/11/2019,,2.0,Forward,Yes,Standard,Electric,VIC,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2014-honda-cbr300r-my15/OAG-AD-17090004/?Cr=10,4.0,24,164.0,Black; 7-spoke,1380.0,720.0,2014,Dealer
No,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,orange,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,3141.0,2019-06-27,2019-08-07,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R,SSE-AD-6165345,3148.0,4700,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/11/2019,,2.0,Forward,Yes,Standard,Electric,VIC,63.0,Chadstone,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r/SSE-AD-6165345/?Cr=11,4.0,24,160.0,Black; 7-spoke,1380.0,720.0,2016,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,11600.0,2019-06-30,2019-07-01,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6096772,4032.0,2500,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/07/2019,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,Chermside,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2015-honda-cbr300r-abs-cbr300ra/SSE-AD-6096772/?Cr=0,4.0,24,,Black; 5-spoke,1380.0,720.0,2015,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,12877.0,2019-06-23,2019-07-12,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6107486,4061.0,2999,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/11/2019,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,The gap,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2014-honda-cbr300r-abs-cbr300ra-my15/SSE-AD-6107486/?Cr=1,4.0,24,,Black; 5-spoke,1380.0,720.0,2014,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,27000.0,2019-05-16,2019-07-01,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6091382,3058.0,3000,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/01/1970,,2.0,Forward,Yes,Standard,Electric,VIC,63.0,Coburg north,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2014-honda-cbr300r-abs-cbr300ra-my15/SSE-AD-6091382/?Cr=2,4.0,24,,Black; 5-spoke,1380.0,720.0,2014,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,21127.0,2019-06-28,2019-07-12,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6166897,4121.0,3000,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/10/2019,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,Tarragindi,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2015-honda-cbr300r-abs-cbr300ra/SSE-AD-6166897/?Cr=3,4.0,24,,Black; 5-spoke,1380.0,720.0,2015,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,white,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,18000.0,2019-06-28,2019-08-26,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6166262,4210.0,3400,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/07/2019,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,Maudsland,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2015-honda-cbr300r-abs-cbr300ra/SSE-AD-6166262/?Cr=5,4.0,24,,Black; 5-spoke,1380.0,720.0,2015,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,yellow,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,6000.0,2019-06-30,2019-07-01,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6125003,4306.0,3700,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads; ABS,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/10/2019,785.0,2.0,Forward,Yes,Standard,Electric,QLD,63.0,Walloon,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2018-honda-cbr300r-abs-cbr300ra-my17/SSE-AD-6125003/?Cr=6,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2018,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,none,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,20000.0,,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,OAG-AD-16416941,0.0,3750,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/01/1970,,2.0,Forward,Yes,Standard,Electric,WA,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2014-honda-cbr300r-abs-cbr300ra-my15/OAG-AD-16416941/?Cr=7,4.0,24,,Black; 5-spoke,1380.0,720.0,2014,Dealer
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,orange,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,6000.0,2019-05-31,2019-07-01,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-5339267,5007.0,3900,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/04/2019,,2.0,Forward,Yes,Standard,Electric,SA,63.0,Brompton,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r-abs-cbr300ra/SSE-AD-5339267/?Cr=8,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2016,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,orange,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,13706.0,,2019-07-12,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,OAG-AD-17261604,0.0,3990,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/10/2019,,2.0,Forward,Yes,Standard,Electric,NSW,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r-abs-cbr300ra/OAG-AD-17261604/?Cr=10,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2016,Dealer
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,orange,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,15674.0,,2019-07-01,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,OAG-AD-17148741,0.0,3990,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/02/2020,,2.0,Forward,Yes,Standard,Electric,NSW,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r-abs-cbr300ra/OAG-AD-17148741/?Cr=11,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2016,Dealer
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,1511.0,2019-06-30,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6161176,3216.0,4250,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/12/2019,,2.0,Forward,Yes,Standard,Electric,VIC,63.0,Belmont,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2015-honda-cbr300r-abs-cbr300ra/SSE-AD-6161176/?Cr=12,4.0,24,,Black; 5-spoke,1380.0,720.0,2015,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,none,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,129.0,,2019-07-12,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,OAG-AD-17144425,0.0,4290,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/07/2019,,2.0,Forward,Yes,Standard,Electric,QLD,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2015-honda-cbr300r-abs-cbr300ra/OAG-AD-17144425/?Cr=13,4.0,24,,Black; 5-spoke,1380.0,720.0,2015,Dealer
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,yellow,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,31856.0,,2019-08-12,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,OAG-AD-17263980,0.0,4290,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/01/1970,,2.0,Forward,Yes,Standard,Electric,NSW,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r-abs-cbr300ra/OAG-AD-17263980/?Cr=14,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2016,Dealer
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,5752.0,2019-05-28,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-4618832,3021.0,4299,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/07/2018,,2.0,Forward,Yes,Standard,Electric,VIC,63.0,Kings park,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2015-honda-cbr300r-abs-cbr300ra/SSE-AD-4618832/?Cr=15,4.0,24,,Black; 5-spoke,1380.0,720.0,2015,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,6660.0,,2019-08-07,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,OAG-AD-17212895,0.0,4390,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/08/2019,,2.0,Forward,Yes,Standard,Electric,VIC,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2016-honda-cbr300r-abs-cbr300ra/OAG-AD-17212895/?Cr=16,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2016,Dealer
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,white,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,3041.0,2019-06-29,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-5974233,5115.0,4399,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads,220.0,Pro-link; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/07/2019,,2.0,Forward,Yes,Standard,Electric,SA,63.0,Munno para,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2015-honda-cbr300r-abs-cbr300ra/SSE-AD-5974233/?Cr=17,4.0,24,,Black; 5-spoke,1380.0,720.0,2015,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,yellow,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,3500.0,2019-06-06,2019-07-12,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6103743,2287.0,4500,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads; ABS,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/01/2020,785.0,2.0,Forward,Yes,Standard,Electric,NSW,63.0,Wallsend,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2017-honda-cbr300r-abs-cbr300ra/SSE-AD-6103743/?Cr=18,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2017,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,red,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,1787.0,2019-06-26,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6164335,3168.0,4500,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads; ABS,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/04/2020,785.0,2.0,Forward,Yes,Standard,Electric,VIC,63.0,Clayton,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2017-honda-cbr300r-abs-cbr300ra/SSE-AD-6164335/?Cr=19,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2017,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,3500.0,2019-05-17,2019-09-08,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-5915647,3922.0,4500,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads; ABS,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/07/2019,785.0,2.0,Forward,Yes,Standard,Electric,VIC,63.0,Cowes,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2018-honda-cbr300r-abs-cbr300ra-my17/SSE-AD-5915647/?Cr=20,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2018,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,631.0,2019-06-24,2019-08-26,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,SSE-AD-6082826,3114.0,4500,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads; ABS,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/08/2019,785.0,2.0,Forward,Yes,Standard,Electric,VIC,63.0,Park orchards,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2017-honda-cbr300r-abs-cbr300ra/SSE-AD-6082826/?Cr=21,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2017,Private
Standard,No,76.0,DOHC (Double Over Head Cam),PGM-FI Programmed fuel inection system,Engine,Multi-disc,black,10.0,Liquid,THAILAND,1.0,Chain - O'Ring,,Vertical,300.0,Piston,12.0,,2019-07-01,Steel,Double Piston,Single disc; Hydraulic; Sintered metal pads; ABS,296.0,37mm Telescopic fork,118.02,13.0,Left foot lever,6.0,Manual,145.0,1120.0,,3813.0,,2019-07-01,Yes,2035.0,No,Honda,22.7,,30.0,,CBR300R_CBR300RA,OAG-AD-17195036,0.0,4590,25.3,Single Piston,Single disc; Hydraulic; Resin mold pads; ABS,220.0,Pro-link swingarm; Monoshock; 5-way spring preload adjustment,103.3,95.0,01/08/2019,785.0,2.0,Forward,Yes,Standard,Electric,QLD,63.0,none,Dual Sided,38.0,No,,https://www.bikesales.com.au/bikes/details/2017-honda-cbr300r-abs-cbr300ra/OAG-AD-17195036/?Cr=22,4.0,24,163.0,Black; 5-spoke,1380.0,720.0,2017,Dealer
